ticker,return,volatility,volume,cluster,cluster_proba
CNP,0.00022189131260524558,0.011312200025809247,3724442.7455573506,2,0.7719031938889022
COF,0.0005703235006370438,0.013321418439302629,3044127.237479806,2,0.8963175291757703
COG,-4.656471503139387e-05,0.020293882112752726,6055858.892568659,0,0.9563456067882918
COL,0.0007198574219620322,0.010971849943047137,1029116.6655896608,2,0.9908823924105717
COO,0.0007213403684867751,0.013145254294751028,455236.18093699514,2,0.973535547821652
COP,0.0001382806603389088,0.016655550666019085,7482631.714862682,0,0.9972891866180227
COST,0.000527932768761505,0.01028287969059185,2323044.337641357,2,0.9826531227279897
COTY,0.00021961794137014828,0.018978893696376953,2966526.4913194445,0,0.9214594541552479
CPB,0.00013879868789917104,0.011573902753760851,1767870.9071082391,2,0.976922670961054
CRM,0.0008775136640575523,0.01762533896763473,5043440.530694669,0,0.9862445542266698
CSCO,0.0005821729821535215,0.012001444596520444,28520540.101777058,3,1.0
CSRA,0.00039155253588740886,0.016291573077910824,1200465.898148148,2,0.8344500217312607
CSX,0.0007951203605091837,0.014980567847634668,7740915.386106623,0,0.9298041836832467
CTAS,0.0010814591723868681,0.010576346248022861,602546.3925686592,2,0.9841454527335484
CTL,-0.00041447715047396446,0.015904962008840257,6588399.3715670435,0,0.9985211658141362
CTSH,0.000653397425351896,0.014717516409736326,4424327.835218093,0,0.879293763235
CTXS,0.00029107028470203207,0.016070569877618433,1962733.8966074314,2,0.8283436205392309
CVS,0.0003568299008981382,0.01154320824364061,5617246.471728594,0,0.9153021758802453
CVX,6.080204103712549e-05,0.011629625614360472,7101821.380452342,0,0.9295278171895163
CXO,0.000655060341210498,0.02151742396298349,1448993.8457189014,0,0.9878046274736749
D,0.0002738438372151169,0.010071845176753884,2626281.60177706,2,0.9693859388222145
DAL,0.0011691803873394781,0.019349188076261858,10977277.285945073,0,0.5072117643217541
DE,0.0005445921374747921,0.012079321117934251,2996402.622778675,2,0.9355964721226762
DFS,0.0005776587154844711,0.012698326188329685,3053100.94184168,2,0.9135706601136282
DG,0.0007103724187787184,0.014740620092460285,3559075.5290791597,2,0.5196628318542413
DGX,0.000542659035507676,0.011340906902983287,1371176.4620355412,2,0.9893141625434863
DHI,0.0007122725088200245,0.017804558734013903,5346923.483037157,0,0.9899941017340852
DHR,0.00042516389186499206,0.010592404257640175,2905816.5155737703,2,0.9577302384015638
DIS,0.0005503000838257648,0.01080276567185726,7644103.6793214865,0,0.9367477882365455
DISCA,-0.0006540548659581752,0.01870701072912318,3091862.2253634897,0,0.8933527685916783
DISCK,-0.0006177426451862025,0.018138257513913084,1735064.691437803,0,0.8686105578060375
DISH,0.00035512479866978375,0.016453921981749355,2330939.7617124394,2,0.7428063706310679
DLR,0.00044724799272893433,0.013756668404032321,1421598.5121163167,2,0.9733008990347833
DLTR,0.0008030927308046325,0.013968796497549429,2523232.3481421648,2,0.9132267550017107
DOV,0.00035689948075166644,0.013962894167315344,1353167.7576736673,2,0.9673778934614459
DPS,0.0008660794866832847,0.010373952018677473,1385520.049273021,2,0.989393859427247
DRE,0.00041861053220019096,0.011639567360247507,2507124.0864297254,2,0.972723087230972
DRI,0.0006580166460586742,0.013471391475350727,1664817.3231017771,2,0.9750708116121103
DTE,0.00037113679245057667,0.009650400852826105,1044521.2584814216,2,0.9895301740957283
DUK,9.970415113048719e-05,0.00927272630453305,3116865.273828756,2,0.9095355972218445
DVA,0.0002854295276168142,0.012714772146035242,1436325.8239095316,2,0.9787933413184534
DVN,-3.726709941745251e-05,0.02171160141068663,5129388.36187399,0,0.9390321790791867
DWDP,0.00011514294127185454,0.009938022253451955,7726486.454545454,0,0.887273892730698
DXC,0.0012118633136707752,0.011255204516159856,1667742.8969072164,2,0.9551489265294846
EA,0.0017015836549588953,0.018461979389600324,3760635.3166397414,0,0.9336907468069744
EBAY,0.00017479293318402574,0.016774286011032136,10947953.952342488,0,0.9935205223915113
ECL,0.00048268306136708543,0.010135494917078445,1096391.9846526657,2,0.9911269287647559
ED,0.0002453760692688845,0.009498827099014891,1982806.104200323,2,0.9831721307504488
EFX,0.000712725824656733,0.012064850595472973,813298.6494345719,2,0.986497715905998
EIX,0.0001998650604582819,0.010721032505638484,2121254.215670436,2,0.978277559405072
EL,0.0006558382668873856,0.011684430509297551,1801389.3554119547,2,0.9861000072184523
EMN,0.00036184073811602077,0.014277863469809284,1381134.5008077545,2,0.9612768900345634
EMR,0.0002240656286436262,0.011920770402176149,3749076.6211631666,2,0.7465671350935543
EOG,0.0005768178242570109,0.017700121170124414,3884116.83279483,0,0.9410604303667477
EQIX,0.0006451442770751442,0.013496363944173596,740318.7649434572,2,0.9742609806020651
EQR,9.407505770450987e-05,0.010818208562683214,1912821.3602584815,2,0.9747124470696522
EQT,-4.632693557535176e-05,0.01886902164089375,1939718.1542810986,0,0.9038021034078453
ES,0.00029535365531191616,0.009961490105752778,1606080.3846780767,2,0.9871291686294725
ESRX,0.000280970195480863,0.01280106004261593,4374359.5726979,0,0.6649533012719042
ESS,0.00036664342774290776,0.010853277161062335,380986.68255250406,2,0.9788587742945967
ETFC,0.0014058261403981519,0.018227791176782165,3425945.220516963,0,0.9612723201324296
ETN,0.0003122770322523766,0.013834187248709384,2828166.828756058,2,0.9119217180977173
ETR,0.00017308307433518691,0.010847912558560826,1429151.443457189,2,0.981125165533407
EVHC,-0.0016748838217922597,0.02313020470198208,2287510.224637681,1,0.9987343997517386
EW,0.001058873127129917,0.01723996288960284,2075329.6373182551,0,0.5682124922935128
EXC,0.00017513982115522142,0.012569609835693892,6528468.457189014,0,0.952644945097667
EXPD,0.000456774218582604,0.01166836791446672,1371907.901453958,2,0.987426222746529
EXPE,0.0007967443527765368,0.019487414392498858,2303261.4919224554,0,0.919378391026052
EXR,0.000671824212878306,0.0125148040604327,932982.8279483037,2,0.9844994126316015
F,-7.018863904288289e-05,0.013612981706293822,34498459.4273021,3,1.0
FAST,0.0001413963268457537,0.01432685808245937,2448401.611470113,2,0.9050508531005155
FB,0.0016956808542190663,0.01765605539749924,34157120.67124394,3,0.9999999929375871
FBHS,0.0005783436785173121,0.014523562560458695,1326534.8966074314,2,0.9612352313804592
FCX,7.910099621513064e-05,0.02898954107634944,23697269.7003231,1,1.0
FDX,0.0007737663964185237,0.01254902387340901,1840408.6171243943,2,0.9787877268019847
FE,-0.0001417827188274882,0.01289235691249332,3915034.0315024233,0,0.5633902449713939
FFIV,0.00048350900509071677,0.01643581734029742,1135823.5379644588,2,0.8292870966878728
FIS,0.000818737288194087,0.011148908323964429,1565058.8982229403,2,0.987806945143367
FISV,0.0009552222268247543,0.009841152189501585,1068607.549273021,2,0.9889497964887581
FITB,0.0006585101306150517,0.013605176545482225,7406779.740710824,0,0.9162843880054111
FL,0.000532371883839391,0.017631338882740974,2458280.546042003,0,0.5406548239505757
FLIR,0.0005983648386612214,0.013801519826072476,945951.5872374799,2,0.9726453710986016
FLR,9.321362025112051e-05,0.016927009155507673,1501494.7140549272,2,0.5649394522550443
FLS,-7.805434486418485e-05,0.016483423477594017,1280230.1631663975,0,0.5068245050839361
FMC,0.0003883386004780991,0.015207783727411198,1158531.1502423263,2,0.9283154946427656
FOX,0.000228523736067886,0.01382303438489626,3598533.8850174216,2,0.6966330473302844
FOXA,0.0002429681310484088,0.014161676754660839,11823442.837979093,0,0.7451440190955058
FRT,9.807657996111654e-05,0.01055947355679196,421760.18093699514,2,0.9518601207887221
FTI,-0.00022939489514772212,0.018875877833957597,3005959.4515347336,0,0.9494960854472807
FTV,0.0011178828500556517,0.010311584411313674,1397667.4725848564,2,0.9780753762445474
GD,0.0009785164533608918,0.010590600278632371,1566272.52180937,2,0.9840600487250856
GE,-0.0002809475030018544,0.010902190058161738,42188398.74636511,3,1.0
GGP,0.00017792820445519515,0.013035320219151344,4730377.282714055,0,0.8643171473118537
GILD,0.0006341131012215357,0.016677352796290693,11198312.173667205,0,0.8982229900043038
GIS,0.0001980139529866077,0.00986811233972258,3315736.440226171,2,0.8959430380273922
GLW,0.0008002624908843365,0.013520618794243478,9360055.892568659,0,0.8016994544306043
GM,0.00044133582488795704,0.014660363016060331,15141036.51453958,3,0.9748400640380037
GOOG,0.0008376182749576236,0.012613143829748963,1785813.9371069183,2,0.9769793325870179
GOOGL,0.0008441642220449819,0.012567261179640854,2416573.821486268,2,0.9543225441858149
GPC,0.00029277520598993816,0.011165261269226553,748354.1607431341,2,0.980805786912961
GPN,0.0013284048492589555,0.014365936655405491,1396810.3756058158,2,0.807366434528763
GPS,0.00011547764729642781,0.018310934654647976,5147828.009693054,0,0.9886999408837082
GRMN,0.0005949964153235009,0.015506347102064872,1316854.3457189014,2,0.9240789833840873
GS,0.0005122288912039596,0.013081042001624322,3223602.534733441,2,0.8751915415766812
GT,0.0009325143362342582,0.01748258517152765,3579831.2988691437,0,0.9301096973525349
GWW,0.00020808438753564687,0.013373443516524423,632815.218901454,2,0.9542188925384828
HAL,0.00032186717856752317,0.01815641518546108,10675188.806138935,0,0.9662522410003118
HAS,0.0008277614839167569,0.013879502772692946,1297245.4329563812,2,0.9674182380527732
HBAN,0.0007162853905421302,0.01415878540931405,10270171.764943456,0,0.6950631961715338
HBI,0.0008039311310900451,0.017142397987169235,3967622.6324717286,0,0.9460167148374976
HCA,0.0009123458332562153,0.015768976021915574,3187003.388529887,0,0.560870426284661
HCN,-3.521429507922634e-05,0.011907353412234596,2151979.176898223,2,0.9528770496006009
HCP,-0.00048487165567781375,0.013386849614729454,3365027.901453958,0,0.7328352536739013
HD,0.000858532598809278,0.010440415262597837,5578529.219709208,0,0.9914233427571714
HES,-0.00013832816112377587,0.019491461505670892,3598650.6179321487,0,0.9636510818251856
HIG,0.0007135545208214776,0.012260620054811391,3220301.7431340874,2,0.8733058252006464
HII,0.0013436853379070004,0.013728988046793386,333501.72213247174,2,0.8660711335414834
HLT,0.0014618361112949793,0.0096476482861952,2479994.0823529414,2,0.5854762179311555
HOG,5.316961258375945e-05,0.015820915410184544,2148029.168012924,2,0.749951040868929
HOLX,0.0006026321065600751,0.014396786238892468,2730277.0646203556,2,0.8949834358905153
HON,0.0006337279764872759,0.009874547026736407,2985582.1316639744,2,0.9460097090674159
HP,0.0003066348934119882,0.02147736229362171,1776996.247980614,0,0.9819009657436363
HPE,0.0005895136618525748,0.02140406139053207,11630709.898214286,1,0.7318852215987859
HPQ,0.0009865923286587212,0.016432098218603017,12572075.798214287,3,0.7511735608825999
HRB,0.00011772823208762917,0.016956041681834108,2860303.4264943455,0,0.5976448925015981
HRL,0.0005058889797780471,0.01186738807468005,2091306.7382875606,2,0.9820245878903805
HRS,0.0010694503072992386,0.01161184031746831,801582.4814216478,2,0.9812123999890761
HSIC,0.00046101523045592366,0.010848423421119982,1030040.2625201938,2,0.9893009900070047
HST,0.00020608453398638637,0.014020868557074788,7598861.033117932,0,0.9819367530881027
HSY,0.0002006602306001097,0.010627641937126621,1135253.5145395799,2,0.9816248904212435
HUM,0.0012300318481454798,0.015163753359161864,1412421.7237479805,2,0.7901983461736379
IBM,-0.00018017626363945322,0.011063256901668136,4367977.59450727,0,0.7311197772133555
ICE,0.0007379020150984049,0.012820587316361461,3564846.6918085967,2,0.7049458643375865
IDXX,0.0012150306751791285,0.014229206284063035,717625.7285945073,2,0.8991466486783595
IFF,0.0005932769150934895,0.011387293534027294,445686.63489499193,2,0.9857050354226428
ILMN,0.0014422573486685265,0.02193498961851385,1346404.120355412,0,0.9965825574064991
INCY,0.0014894510597724304,0.027971189798335985,1581180.3949919224,0,0.9999935709416764
INFO,0.0007022347466192678,0.01194117233912902,1417507.697544643,2,0.9873131470059948
INTC,0.0006907028461626808,0.012981732335603928,29155818.386106625,3,0.9999999999999964
INTU,0.0008008590957625239,0.011772184110319278,1689956.4192245558,2,0.9848677354590101
IP,0.00028925206960618327,0.013609734388956357,3136276.441033926,2,0.8719354464816029
IPG,0.0004950946073276726,0.013515640864868428,4476965.6114701135,0,0.7899214848441225
IQV,0.0007938247318526078,0.012952320789547979,969841.4676870748,2,0.9804350000261176
IR,0.0005244043787003456,0.013479317032752694,2035474.381260097,2,0.9701763227442488
IRM,7.475663407610907e-05,0.01498758759500036,1660317.2148626817,2,0.880979383218852
ISRG,0.0008272019401358857,0.015493663000676465,1137479.217285945,2,0.9113247783120513
IT,0.0007685832468346599,0.012474875322344566,460827.9612277867,2,0.9805406990246248
ITW,0.0008291719237939263,0.009639830840552128,1683700.7843295638,2,0.9880939857528886
IVZ,0.00026480206303272906,0.014890747209203069,3314608.283521809,2,0.6995578137786037
JBHT,0.0005087390130635494,0.01189595107607621,890729.2964458804,2,0.9860961399564162
JCI,0.00017431081803926117,0.012551717217517052,3741215.7617124394,2,0.7151046207530292
JEC,0.00030430924345482705,0.014389460085154116,1026765.7495961228,2,0.9506724989837991
JNJ,0.00045789111152853606,0.008414850163835462,7580571.413570275,0,0.9901168985844644
JNPR,0.00032198969561525654,0.016889913390368952,5796323.26898223,0,0.9957043478807426
JPM,0.0007325454920515426,0.0120916410498014,16472685.97253635,3,0.9979296920769813
JWN,0.00010052497222897975,0.016934162623927513,2289406.5904684975,2,0.5244901689005571
K,9.077965403210795e-05,0.010129969453392392,2059228.7964458806,2,0.9731151884059184
KEY,0.000731414888752889,0.01470965229422194,11572091.508077545,3,0.5480336403334783
KHC,-5.896732101858888e-05,0.011793670678191459,3242243.361198738,2,0.8408272361806005
KIM,-0.0002506461546712301,0.012244963843916455,3401721.658319871,2,0.6428676510593019
KLAC,0.000651951035498093,0.014996966937239347,1537360.6558966073,2,0.9443279103965834
KMB,0.00019670804103685092,0.009627687735988431,1785530.437802908,2,0.9827458740852714
KMI,-0.00043745722856160495,0.016259437486951463,13684924.39095315,0,0.9972296556213758
KMX,0.000536123996399397,0.017099540963468454,2022582.379644588,2,0.6825303097670968
KO,0.00014043365047321615,0.008333216955534482,13705846.909531502,3,0.6950255807719699
KORS,0.00041374499074444966,0.020897385695357235,3380496.2439418416,0,0.9827641300220955
KR,0.0006272683584932062,0.014115399247810056,8846022.697899839,0,0.8739962762316424
KSS,0.0004572020007434291,0.018925089206944787,3414086.399838449,0,0.9483511854307359
KSU,0.00015105560090130252,0.01588815187764701,1251314.0888529888,2,0.8068391926270709
L,0.00011014789657917542,0.00919270333234398,1065447.3416801293,2,0.9758164753152241
LB,0.0002486512847375057,0.017502448314990354,2526236.8546042005,0,0.5795931621981233
LEG,0.0003579793600558665,0.01174438110052529,981669.9757673667,2,0.9839323922168459
LEN,0.00047333393405489576,0.016788336784717944,3423346.3691437803,0,0.6938407518141543
LH,0.000588258021261971,0.011279998973149517,887224.6340872375,2,0.9893539281713017
LKQ,0.0006272352635045899,0.014803392648199592,1845292.3949919224,2,0.9445807563786659
LLL,0.0008780307541595529,0.011444021647409089,649311.1066235864,2,0.9875223010871529
LLY,0.0003546012939948794,0.012066200548324121,4658026.26898223,0,0.7761407040663225
LMT,0.0011334806389581686,0.009623263344949446,1501905.6340872375,2,0.9745590900855367
LNC,0.0008530829839985534,0.016438400440515036,2006152.239095315,2,0.7497286957648615
LNT,0.0008111231120582552,0.014098987211974438,1234249.3239095316,2,0.9644064995499784
LOW,0.0008364919580272903,0.012855814161586798,5863812.770597738,0,0.9483369652433159
LRCX,0.0012830409625925814,0.01656145505386389,2216728.660743134,0,0.6661449736650518
LUK,5.26125965092864e-05,0.013654939651659757,1665205.6138933764,2,0.9433641729771868
LUV,0.0014036585769029572,0.016625084400592387,6809791.873990307,0,0.9225725478508504
LYB,0.0005969523048003234,0.01627142099126172,3463259.9749596124,0,0.6345174809724167
M,-0.00020723764703052273,0.0187194168268201,6352963.265751212,0,0.9796580078373509
MA,0.0010145617063000113,0.011890355976894182,4573407.078352181,0,0.9475211952640765
MAA,0.00027035653670449635,0.011014729663844716,605766.6599353796,2,0.9773970763068861
MAC,7.070615479471169e-05,0.012961822868135795,1175187.2342487883,2,0.9586902935070329
MAR,0.0010954453086538599,0.012604212589526367,2653256.0339256865,2,0.8570078975143397
MAS,0.0007553246634219792,0.01567516279112934,3928636.8747980613,0,0.8182924830624446
MAT,-0.0005189176882472321,0.017423147548002546,4832659.621163166,0,0.9839235176757901
MCD,0.00046086827481913985,0.008738053798592382,5149724.579159935,0,0.9670012705659455
MCHP,0.0007690350931635879,0.014127340460034032,2216124.0315024233,2,0.9393913931615583
MCK,0.00040365131527115455,0.01451134517385759,1566235.054927302,2,0.956851246695522
MCO,0.0009996346093832536,0.012564643777321024,1045085.2156704362,2,0.9774813290237877
MDLZ,0.00044029432271267254,0.012397799492947576,8863486.70355412,0,0.840348422218987
MDT,0.0005222373003986703,0.010883754652333006,5675260.210016155,0,0.9432842718899899
MET,0.0002531939222117719,0.014935827604442842,6408013.6680129245,0,0.9945196625349321
MGM,0.0010265461745920567,0.01894724047136721,8680147.585621972,0,0.9182124133989032
MHK,0.0008050051864719056,0.01399572620117809,677289.830371567,2,0.9628546486219982
MKC,0.00036289962292522613,0.010023107447083882,713218.8384491114,2,0.9867251386313035
MLM,0.0007616826552067594,0.01713949340731706,720406.7924071082,2,0.6762240605544091
MMC,0.0006899386904968609,0.009006883047971,2049602.4612277867,2,0.985485596325357
MMM,0.0006865442313729177,0.009050034218501705,2300742.1833602586,2,0.9801931165546208
MNST,0.0013246309498464958,0.017129076191827592,3722892.51453958,0,0.9515112472870675
MO,0.000592453157542709,0.009682129491369887,7119747.981421648,0,0.981568323070567
MON,0.0001884698622557974,0.010744880397044704,3034549.2689822293,2,0.9349637486695968
MOS,-0.0005098116828496579,0.018471101213398546,4388908.005654281,0,0.9596662948311827
MPC,0.000559055577583916,0.020175927822259642,5858636.393376414,0,0.9780217055484878
MRK,0.0002929119310367992,0.012070864518515544,11225353.067851374,0,0.5372758127983838
MRO,-0.00014483230210471062,0.02512230137034088,11776595.712439418,1,0.9924262420833366
MS,0.000826772498473784,0.015377990877941899,11951184.677705977,3,0.6295595295407059
MSFT,0.001045844399868525,0.01314627441434801,33774725.217285946,3,1.0
MSI,0.0004737669731838844,0.011353764842843683,1537293.0670436188,2,0.9882522955365446
MTB,0.0005412463817425202,0.011573880586366847,829901.9927302101,2,0.9875050874254362
MTD,0.0009620155305692808,0.012677228168549168,170187.1801292407,2,0.9693183206253211
MU,0.001591685651694083,0.025992268583906693,30262480.021001615,1,0.999999762037575
MYL,0.0004547928735226394,0.01998616881370967,5753590.73263328,0,0.9794415092300944
